   5  445  110
   5  241   22
   4  151   15
   5  393  238
   5  382  108
   5  322  207
   4  338  144
   2  339  154
   6  123  225
   2  224  481
   6  233  223
   0  130  346
   3  445  305
   6  250  489
   3  463  135
   4  209  130
   5  408  237
   2  420  372
   3  355  234
   6   56  106
   1   75  382
   0  241  432
   2  279  279
   6  167  336
   3  118  237
   3  119   77
   6   91   56
   3   60  401
   1  432  136
   2  375  407
   2   74  219
   1  476   41
   5  329  290
   0   72   91
   2  287  490
   5  393   53
   4  181  403
   6  176  479
   1  139  468
   5   83  139
   3  121  493
   6  222  338
   6   81  399
   4  391   23
   0  334  243
   6  202  207
   6  141  187
   2  391  137
   3  400  316
   1  162  435
   6  410  377
   0  260  189
   0  374  163
   2  195   66
   1   38   88
   6  245  467
   1  367  189
   0   63   47
   3  117   99
   5  226  203
   4   51   70
   5  458  467
   0  405   31
   2  319  475
   0   31  495
   1   91  303
   0  415  450
   6  272  291
   4  133  275
   2   69  300
   6   78   85
   3  333  393
   4  103  250
   6  222  271
   4  490  338
   4  258   47
   0  158  479
   4  183  490
   6   68  422
   4  135    8
   6  242  194
   4  188  178
   3  357  441
   6  469  345
   5  413  464
   6   61  385
   4    4  462
   6  102   69
   2   29   52
   0  149  230
   4  344   49
   6   65  363
   1  273  470
   2  247   11
   3  398  498
   5  352  179
   4   43   22
   1   63  334
   1   22  240
   1  492  151
   6  477  116
   0  178  220
   6  348  298
   0  135  357
   6  162  402
   3  420  270
   3  273  341
   2  388  417
   0  392  198
   4  249   65
   1  432  119
   2    3  130
   1  131   89
   3  130  172
   5  407  295
   4  181  490
   3  177   71
   1  459  143
   5  133   37
   2  130  274
   1  282  203
   3  290  162
   5  497  151
   6  390  217
   4  203   66
   4  161  159
   3  386  151
   5  101  340
   3  497  283
   4   58  421
   0   81  287
   2  287  499
   2  479  138
   4   30  461
   1  205   40
   5  459  122
   6  260   98
   6  481  114
   2  493   96
   2  246   38
   5   38  476
   2  417  371
   2  252  258
   5  255   65
   5  401   34
   5  393   48
   1  292  193
   4  137  103
   1  211  194
   0  127  498
   2  248  379
   6  149  431
   4  375   98
   4  436   99
   5  443  231
   3  361  434
   5  467  316
   4  204  366
   6  308  223
   1  292  167
   3  469  430
   4  314   90
   2  243  104
   1  474  195
   2  158   89
   2  309  389
   2   40  318
   5  475   26
   1    3   66
   1  340   70
   4  395  141
   5  151  109
   4   83   85
   3  250  186
   2  381  128
   1  277  362
   6   65  372
   6  385  428
   3  389  478
   5  425  265
   5   45  278
   4  355   20
   5  273  134
   0  175  336
   3    1  237
   0  474   90
   0   71   80
   1  145  282
   5  218   73
   1   37  498
   0  162  217
   5   39   47
   5  103  231
   0  339  358
   4  145  394
   0  145  272
   3  362   72
   4  480  238
   3   42  108
   2  277  125
   2  401   78
   0  169  236
   3  439  138
   3  426  163
   4   75  224
   4  200  461
   1    2  448
   0  184   16
   3    7  493
   4  444  259
   2   58  143
   0  177  119
   2   41  391
   1  123  415
   1  429  341
   4  115   36
   5  259  200
   5   93  241
   6  448  227
   3  224  324
   3  133  385
   2  170  362
   2   84  409
   3  423   85
   0   24  193
   5  412  265
   6  407  177
   1  204  290
   6  391  121
   4  234  190
   4  498   86
   0  121  424
   1  376  254
   3  108  427
   5   68  366
   2  438  100
   4  318  290
   4  339   56
   6  132  478
   4  287  239
   4   20  327
   6  488  441
   5  142    2
   4  104  446
   0    9  333
   5  261   33
   1  304  385
   6  342  260
   6  120  343
   2  187  113
   1   91  434
   3  156  261
   1  411  459
   4  238  370
   0    7    7
   0  451  101
   6  458  441
   5   13  412
   1   60   93
   2  402  176
   5  373  266
   1  275   28
   0  261  469
   2  229  107
   4  451  453
   0   70   19
   5  407  494
   6  440  383
   3  409  107
   6  360  471
   6  154  447
   6   23  229
   6  266  387
   6  132  470
   0  166   22
   3  160   53
   2   91  259
   4  187  129
   0  317   45
   1  388  452
   4  466  333
   5  419  131
   4  267  276
   0  314  320
   5    7  469
   3  222  342
   6  463  260
   0  293  130
   6   43  376
   2  126  117
   4  120  171
   3  464  154
   1  193  164
   3    0  212
   2   51  476
   2  443  377
   2  361  385
   5  434  144
   0   63    4
   3  388  308
   5  430  123
   3   74  346
   5  481  318
   4  292   91
   3  123  461
   2  461  330
   1  369  291
   0  179  117
   0  414   95
   6  436  367
   0  453  409
   1  481    3
   4  316  383
   6  385  402
   1  157  181
   6  310  366
   5  171  477
   4  264  238
   0   47  115
   0  311  157
   5   53  171
   0  240   30
   4  320  290
   0  498   86
   2  489  131
   1  388  110
   0  419  259
   5  109  119
   3  216  300
   4  353  458
   5   93  306
   1  354  272
   1  294   54
   6  146  229
   6  428   59
   2  421  188
   0   33  185
   2  329  261
   5  208  482
